Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
7.154..2..2.9....4.9.1..............5.....8.2..84..1.6......24.........5.72..86..,24,38,19,0,0,0,0,0,0,Easy,
63.8..7...4.6.......2....8......98....62...41.1.............4.812..9...79..4..3..,24,42,15,0,0,0,0,0,0,Easy,
...4.53.......17...3.....6.9...8........5.......7.4.8..5.8..91.7...4..5.8.9.6.4.3,25,37,19,0,0,0,0,0,0,Easy,
...856..2...3..76........98.....9.8.9..7....5.8.12......3.6.......5.21....2....7.,24,44,13,0,0,0,0,0,0,Easy,
9...52....1..9.....5.4......3..71.....8....14..13.57..3...8.......71..4...2....9.,24,52,5,0,0,0,0,0,0,Easy,
.61..5..282..1.4.5...4..6......7...4......82.6...341.......1.......42..8...3..561,27,49,5,0,0,0,0,0,0,Easy,
498.2..........6...6..9...5...3.2...57...83...4.7...........7....78.94.3.83....69,26,40,15,0,0,0,0,0,0,Easy,
..68..........9..5918.3.....3.5...9.29......6..5.....212...4...5.3.86.2....95....,26,37,18,0,0,0,0,0,0,Easy,
..5...1..78.......3.1..9..........28.14......9.....73..2.8..5491..45...2...7..3..,25,54,2,0,0,0,0,0,0,Easy,
.......9....4....1.2...5.7...3...8...5.9.8.4.7...2......8...21..47.3.....1.5..3..,23,33,25,0,0,0,0,0,0,Easy,
...1............62.....291552...3....6.2..79.83..76.....1...23......5..8........7,24,53,4,0,0,0,0,0,0,Easy,
2.....17..1....9.8....1.....6....82..2...........48..36.1.9.34.89...3..7..2.6....,25,54,2,0,0,0,0,0,0,Easy,
6....8....5.3.72..18..9..75.1.....2.........7....12.5...1...5..9.5.....1.2..8..36,26,48,7,0,0,0,0,0,0,Easy,
6........42..9.3....5..3.6.....2.....9..6.....14..7....4..79..1.6..1..47..73.6..2,26,47,8,0,0,0,0,0,0,Easy,
..98.7......54...8.7.......1..75....94.......78.6.9.424.8..........8..65.2...67..,26,49,6,0,0,0,0,0,0,Easy,
..52.9.8.2.9....6..8.6...1............1...8.2.5287..9......4....28.....6.147.85..,27,39,15,0,0,0,0,0,0,Easy,
....26.5...6.43......8..1..6.3....4...25..8.95.4..2.3.....9....3.....41.........2,24,33,24,0,0,0,0,0,0,Easy,
5............92.....3.......86...3.........9.4..37...58...6..3.7...5.9.4..2..478.,23,50,8,0,0,0,0,0,0,Easy,
.4...7.8.816.54........1..5.53.8.12772.3....66.8............3.8...1..2...........,26,52,3,0,0,0,0,0,0,Easy,
65..7...2..83..5.72.7..9...1....6......8.1...5.62..........26.....7....18.26..7.9,27,50,4,0,0,0,0,0,0,Easy,
7..9....12...64.5....2........7....9.961.35......9..13...3...........13.4.5.7..9.,25,49,7,0,0,0,0,0,0,Easy,
5....94...374..586.1.......6.8....4.....3.8...5........7.8..9....93.....8.4...37.,25,31,25,0,0,0,0,0,0,Easy,
...6.........231.8.....1..5.831...2.....6.4.3....58...6..2.53...3241....9.....6..,26,43,12,0,0,0,0,0,0,Easy,
1....62...9.4..6..46....8.....89...2...7..39.......1.4....4...72.7......689.1....,25,36,20,0,0,0,0,0,0,Easy,
...............849....8.6.79....72.126....9....41......96..51....89...2..2.7....5,25,47,9,0,0,0,0,0,0,Easy,
9.....3.7......82..7.....9673.......8..2...1..5......2..7.95....1.3.89....6.....3,24,49,8,0,0,0,0,0,0,Easy,
.1....68.5.3....797.....51...48..3......5..9....734.5.84...1......5.......9.47...,26,35,20,0,0,0,0,0,0,Easy,
1.2.....7.7.....2896...7.......164...1.7952..5..82...6689...............25...1...,27,53,1,0,0,0,0,0,0,Easy,
.....4.7.......6...4.726891....529...8.......1..9.......7....8...4..9.2....541..7,25,52,4,0,0,0,0,0,0,Easy,
....7...9....6.....2..591.449.3.5.6..7..4.........1.431....7.3..6....5.2...2.....,25,47,9,0,0,0,0,0,0,Easy,
........9.6...93.2...24.1.........51..3126.8.......6...2.4....3.4.8..5...95631...,27,45,9,0,0,0,0,0,0,Easy,
7.8.4.5....1..543...9..3..7...5.87....4.....95....9..2.1...2.....7.......8..1.2..,25,40,16,0,0,0,0,0,0,Easy,
.3...7.42.7....8.5..65...7....2.....6.4..8......6......63...4..9..7.4..8.8..5.93.,26,46,9,0,0,0,0,0,0,Easy,
6...1.3..8.243...5....2..9441..6.2...935....1...8............19.3....5...........,24,51,6,0,0,0,0,0,0,Easy,
..2.78.....6...5........2..5..3....86...57.....3.62....9.63...........9..78.4.3.5,24,38,19,0,0,0,0,0,0,Easy,
.1......8......6..........96.9.8..1....3..265..1.....4..3.25...9.2.64.8..4..9....,24,46,11,0,0,0,0,0,0,Easy,
.2.1...6...7.23..15..9...8.7..2..9...82..6.15.1975......6.......7.5......5.....9.,27,40,14,0,0,0,0,0,0,Easy,
1.9...6........5..2..........37.492.7.49...6..2..31...6..4.37...4..9....3.2.7...5,27,32,22,0,0,0,0,0,0,Easy,
.8....32...43......5...6..8.....4.........1..6...3.7..84..5..7..2.71...5..32..6..,24,42,15,0,0,0,0,0,0,Easy,
5.......4.....8537...9....672..9....9.3..........6.4..8......65.3....2...97.4.8..,24,52,5,0,0,0,0,0,0,Easy,
.2...57.6..42.8.5..6.......48..93..2......8...53..469...6.......9.58.......7.6...,26,52,3,0,0,0,0,0,0,Easy,
...8......87.4....2...57........4.2.56...1.9...16.......2.7.....5....1.71.89...4.,24,36,21,0,0,0,0,0,0,Easy,
...21...73...5719...9.83............7...3.4..8.....579.2..4..1.....7...4....9.82.,26,48,7,0,0,0,0,0,0,Easy,
....4...9.3.....2.8.9...3.1.....546.52...1.8..6.4...3.....1.89.....9......8..62..,25,43,13,0,0,0,0,0,0,Easy,
....3.....76...3..4.36.5....9..............8...89.7.6.9..46.1..8.7.53..9.64..8..5,27,45,9,0,0,0,0,0,0,Easy,
.1...537.....8.52...5..7.91....98......3.2..4.39.1.....7.......3...71.5...14.....,26,32,23,0,0,0,0,0,0,Easy,
..5..1..4.1.4.7.........5.....7.2.48..1.3.2..8.......51....6....8...4..23465.....,25,37,19,0,0,0,0,0,0,Easy,
.6...7..2714....6.3..6...5..3..1.5...5.2.34....9.461..9..47............3.........,25,54,2,0,0,0,0,0,0,Easy,
.7....5...1..8......8...4.24..5...966.2.78...59.46..7........4.....1........5.719,26,38,17,0,0,0,0,0,0,Easy,
.3..76..18..9.2....7.8...95....5..........6......1..3..12..7..99......8...6..9...,23,48,10,0,0,0,0,0,0,Easy,
...9..487..6..3...1....4.....5...714........5......69.4...8.3.67...61..8....59...,25,52,4,0,0,0,0,0,0,Easy,
..2.3...95...84.6...46...124.83..5..92...5....1.........9..............8..68..34.,25,42,14,0,0,0,0,0,0,Easy,
.83..54..6...9.....95..78....92.4...26......4.4.7...3.............9..3.75..6....2,25,39,17,0,0,0,0,0,0,Easy,
.......4.8...6.....7.....56..8....69.46.38.7..5.....3......3..749.1..58.5.....1..,25,45,11,0,0,0,0,0,0,Easy,
...98....7.3.2....21........6.8..27.....7....3.8........6742.834............631.9,25,50,6,0,0,0,0,0,0,Easy,
........9435.92..6..2.6.1......53...........42.67......67......31.5........4.97..,24,50,7,0,0,0,0,0,0,Easy,
..2....39....46..8.948..1.6...3.82...7..1..93............4..6...8.167..4.....3...,26,41,14,0,0,0,0,0,0,Easy,
..2.37..573...1.29..9.6......5.4...2......6.7......4....4516..3.........3...247..,26,54,1,0,0,0,0,0,0,Easy,
.7...92...43..5..6129.3......26..431...7..62............6.....9..15..7.2......1..,26,41,14,0,0,0,0,0,0,Easy,
.7..8.21..3.......2.....8.9.5......6.263..5....3.1....415...7...8...6..........32,24,49,8,0,0,0,0,0,0,Easy,
.3....98.....3...52895....66.1.....85.2.6.49....2.95..........9.......43....4.1..,26,51,4,0,0,0,0,0,0,Easy,
31..6.4..6.8.9..3...453...7...........9.......813..5.9...4..9.1946........5..8...,26,50,5,0,0,0,0,0,0,Easy,
.73.8.9..8..9.........74........8......32..1.3.7.1....14...78.2..9...7.3...2.64..,26,52,3,0,0,0,0,0,0,Easy,
........2......1..6....3.8..9....45.....4.......195.682..31...55.6......1..4.8.9.,24,37,20,0,0,0,0,0,0,Easy,
..28....5.....56...3.2..8.7....9.2.6.9.347.........3....9..8....27.......8..5..4.,24,52,5,0,0,0,0,0,0,Easy,
1.....2..36..8.5..9..1.46....826.1..62..98.............3...6...8.4.1..5....3.....,25,39,17,0,0,0,0,0,0,Easy,
..1.....673...8...2963.4...3.8..9...........7.2.41.8..4..8....3..7......91...2...,25,47,9,0,0,0,0,0,0,Easy,
..9.863...61....7..3.....5..4.9.78.65...48.......3.....1.............9.58....1...,23,42,16,0,0,0,0,0,0,Easy,
..13.24.....4.5.32...1..8..5..67...482....6.7.....4..561........82.....3......5..,26,47,8,0,0,0,0,0,0,Easy,
.......4....2..3..9..73...85..967.........6....3.....7....2...93..4...8229..8.736,26,22,33,0,0,0,0,0,0,Easy,
..94.....17.2..9..25..1...77...5.1....5..7.829.2..6.5........6.....8.2..6........,25,40,16,0,0,0,0,0,0,Easy,
5.6.2.....2..4.5..81..7..6..83..71....7.6....4..1...87...5...4.........26.......8,25,44,12,0,0,0,0,0,0,Easy,
.91.................72.....9....34..7.....6..1.5..7...3..1....5...4...19..65.2.7.,22,48,11,0,0,0,0,0,0,Easy,
6...95...7.84.3....9...65.3..3.5.4.8....1.......9.47.5.8.3..1...7....3......78...,27,41,13,0,0,0,0,0,0,Easy,
.194..37.8..2.15.....3.......3.....5.8...9...45.8....3.971...4.1....7....4.......,25,38,18,0,0,0,0,0,0,Easy,
.....14...3....1......8....7.38....1.6....8.525.1.6..4.26....3.4....32.7.1....6..,26,51,4,0,0,0,0,0,0,Easy,
....5..8.5..2..4.7....69..279...23.....5.......48....9...683.5.......8...4.....26,25,52,4,0,0,0,0,0,0,Easy,
......3...6.....9...1..25...39...2..2...9...8.4.....13.8.1....6.9..6.1....48.....,23,54,4,0,0,0,0,0,0,Easy,
7.31.8......6..5..865.3.....2.9..........1...6....37...175..63..8....9..5.2.....1,26,36,19,0,0,0,0,0,0,Easy,
.7.8..4.98...32.5..9...5.2..6439.7....32..6.....6....8.....9..4..............45..,25,49,7,0,0,0,0,0,0,Easy,
......4...4.....7.867.....5....6..49.....83..5.....6....84.59..2..9..53......7..8,24,32,25,0,0,0,0,0,0,Easy,
..........1.6.2.......7...218...746..2..9.5..9...1.8......857...46......875....4.,25,48,8,0,0,0,0,0,0,Easy,
6..7...95...61...2.2.....1..7..........19.4..45....2..78..2.1..16........958.....,25,43,13,0,0,0,0,0,0,Easy,
....4......27...1...76..594.9...3....6..2.3...........3...912..6...3.1..74..6....,24,52,5,0,0,0,0,0,0,Easy,
.9..623.........4147.3........1..........7692...69..7...2..4...9....5..6.1....5..,24,40,17,0,0,0,0,0,0,Easy,
.....2...2...7...........9....8....6....67.3.17.42...839....2...2...4.6..4...8..1,23,57,1,0,0,0,0,0,0,Easy,
.....416..8...9..334........3.....2816....7.99...7....7..4.1.3....8............74,24,40,17,0,0,0,0,0,0,Easy,
6..9..2.1.34.2...8.1.....6......4.7....291.....387.9........8.........34.8....7.9,25,51,5,0,0,0,0,0,0,Easy,
...87..4.....2..6.1.4...7....26.53......3..........518...26..75.....8...3.....1.6,24,55,2,0,0,0,0,0,0,Easy,
2.46.........9...........9......52....69....4.43.2.75..37...52....8...6....537...,24,50,7,0,0,0,0,0,0,Easy,
6.......3.1....64.....2...523.46..8.4..57..6.7......1..5....7....8...4......8..3.,24,43,14,0,0,0,0,0,0,Easy,
.6..3.7..1....56.....4..5.18....2.6.7.4...1.8....8........4...5...36..4..1.5..8..,25,33,23,0,0,0,0,0,0,Easy,
.......63.5.......8.......1.1..8.5..4.2..7.....314.7......7...4.6.4.....7.4.5.83.,24,28,29,0,0,0,0,0,0,Easy,
..7.46..8.42..7.96.6.39.7...7....8395.......4...82..6.........3....34........9.5.,27,44,10,0,0,0,0,0,0,Easy,
3..829......7.....5.....4..27.5.3.........5....8..7.69.......5.....5.623...4..9..,23,37,21,0,0,0,0,0,0,Easy,
.84......5.........2.......7....1..53..5.87....2..7.43....6...81..2.546...3...5.7,25,49,7,0,0,0,0,0,0,Easy,
...6.5.9..5.....32..7.......9...7.245..196.....6..3..1742..................27..6.,24,31,26,0,0,0,0,0,0,Easy,
........46......5...5483.....97..5.882..4..6.....68.47........5....95.2..7.2.....,25,42,14,0,0,0,0,0,0,Easy,
..9.8.5.12...........5....351.2.....8....9......14....9.....3.546.....8..2.9..64.,24,44,13,0,0,0,0,0,0,Easy,
.............9..6..87.5.....1...92.7.59..1..4....2..8.........1..8..4.....61.8..2,22,38,21,0,0,0,0,0,0,Easy,
........5..64.9...7.16..4.94.........9.3...1.6.5...8....7.8.3..85...7...3.4..5...,25,47,9,0,0,0,0,0,0,Easy,
...7..6.2.......7.2...1..85.4.56.2.71.....4...75.....3.......4.6....18..4.2......,24,49,8,0,0,0,0,0,0,Easy,
6.872....7.....8..5..1.4.7...6..3..7...251...4..6..38.......26.......4.......5.18,26,41,14,0,0,0,0,0,0,Easy,
..9...........7.1.....24..7.12.6.....5.7.34...3..5.96....39.7..5.12.6..3.....5...,26,42,13,0,0,0,0,0,0,Easy,
.....5.1.6..8...2.2....45..3.69..1.8.........9.....35...9.......3.49....85.1.26..,25,44,12,0,0,0,0,0,0,Easy,
..6.7.2...7..9.......2.4.....4.17..2...5..4...21......1.2.....9.9...85.675.4.....,25,34,22,0,0,0,0,0,0,Easy,
5.2....7..1.29..3..4...1........9..5...745.9....8.....358.......9.4.......7.52...,24,56,1,0,0,0,0,0,0,Easy,
..9..6.....3.....1....4.8.6...4.9.3.......5....128...4....63.582..95.........24..,24,43,14,0,0,0,0,0,0,Easy,
..6.....8..56..4......7.39.6....1.....4.5..3..97..6..4.7..93.....8...5.....1.....,23,37,21,0,0,0,0,0,0,Easy,
1.4..........3....5.2..6.....6.7.31...9....4745......2.2.3...56....6..7....51.4..,25,43,13,0,0,0,0,0,0,Easy,
..3..6....9..8........39.41.8452..1..693.1..2.526....3....1......5...9.4..6......,27,43,11,0,0,0,0,0,0,Easy,
......8..542.8......3.4.1...9......3..1......43...5...9..83.2...6......9.5...2.48,24,43,14,0,0,0,0,0,0,Easy,
...1..6...6..2....21..49..8..48.2..9.5...4.....2.6...439..8.......9.3..5..8.....2,26,37,18,0,0,0,0,0,0,Easy,
........418...2..33257..18..3..84.5..6.5.....8.1..7...6.............8.16......7..,25,48,8,0,0,0,0,0,0,Easy,
6......5......3......1..8..86........79....2.5.23.9.....1.6.9.5..3.5.7.8......1..,23,35,23,0,0,0,0,0,0,Easy,
......5..39......2.6.3...1.439..8...1...69.......4..51.8......9..5....26..6...48.,25,39,17,0,0,0,0,0,0,Easy,
..489..3..7....869...2..7.......89..597.6.2.8.6..2.54.43.........9...........4...,26,42,13,0,0,0,0,0,0,Easy,
..97...4.53.......6....2.9...896....3..8......6..73.....74.9.5.......4...83..7...,24,46,11,0,0,0,0,0,0,Easy,
...1....9.....5....58.9.7.1...3.48..1...67.........365.......4.39........1.57.6.3,25,31,25,0,0,0,0,0,0,Easy,
...2....5..5......24.7..9...59...647..........6..3.21.......1..9....3.7.421.9.5..,25,43,13,0,0,0,0,0,0,Easy,
.5..7.69.23.8....7....43........57....84..9.2.....2......628...........6.7.9..2..,24,54,3,0,0,0,0,0,0,Easy,
6....2...5.....8.11.8.564.2.9..6.......7.91..485.........68......4..7......2...9.,25,45,11,0,0,0,0,0,0,Easy,
..3...8......97.3675..8...14........6....41.9.......5...84.3.6..3.9.....1....5.8.,25,43,13,0,0,0,0,0,0,Easy,
.69..573..8.2......3...4.......8.4......6.827.5.....96..694..53.....2.8.......9..,26,45,10,0,0,0,0,0,0,Easy,
...815......2.3..8....9....2.....81...43......18.....5...52913.39...7..4........7,25,47,9,0,0,0,0,0,0,Easy,
............7...1.9.7.8....5.9.3.7.......5.......9..3...3.7.6...6...1.85.2...837.,23,44,14,0,0,0,0,0,0,Easy,
.....3....5...4......7....9...4.18..3.9..87..7..9.2.45..582.3....8..9..41.3.....7,27,36,18,0,0,0,0,0,0,Easy,
...7......4..5.3..35.84.71..2.......7....8........2...9.4....5..8.5.7..2.7.1....9,24,44,13,0,0,0,0,0,0,Easy,
......6...7..935..13..5.7..2..1..4.3..1.4.2..............73......6.2914...2......,24,36,21,0,0,0,0,0,0,Easy,
.125..8..3...6...2..6..453.5..7.....8....64.7...1.2..8..........7...1...4....81..,25,54,2,0,0,0,0,0,0,Easy,
..9.....3....2.6517......2.2.1........8.72..96..8..1.......65..9....8...58.3.....,24,32,25,0,0,0,0,0,0,Easy,
1...5.79.37...41..........5......6.1..69...8.4...38...71.......6.4.81.5...8..9...,26,35,20,0,0,0,0,0,0,Easy,
....1.3..2.4..3...6...8..2.........8...4......62.7..9.....9..83.7..289.48..3.1.76,27,37,17,0,0,0,0,0,0,Easy,
.46.1.5....2...7.95..8.....697.....4.8.......1.5....6.41.6..9.2....8...5....21...,26,48,7,0,0,0,0,0,0,Easy,
71..8629.3.....7.8...41..6.14.6..82......8.3..3..21..9.7...9...8..........2......,27,46,8,0,0,0,0,0,0,Easy,
....6.......5....42....9.8.......1.9.26.4...34.5.1.8...1..36...6.8..5.1..4.8....6,26,43,12,0,0,0,0,0,0,Easy,
.........3.....8..8.1..7..4.19.5..2.....2.187......4...4.51.....8..4.39..95......,24,39,18,0,0,0,0,0,0,Easy,
6.....5.7...17...32.......487..5......27.8...31..4.2...8......1.....3.6......13..,24,26,31,0,0,0,0,0,0,Easy,
369.7....7.............3.6..97...3..4.2..8....8........7.49..26....52..3.258...97,27,40,14,0,0,0,0,0,0,Easy,
......2.6..1..85.....6....16.9....7...7.5...3.2.97.6.591.........5..2.....8...9.7,25,34,22,0,0,0,0,0,0,Easy,
4598.......2.57....7.....1.8.5..2......6.1.78.6.........41....7..1.98....8...5..4,26,37,18,0,0,0,0,0,0,Easy,
..7...2...68....932.....5.....7..8....26...31..3.9...2.1..32.....5.....7.3.9....6,25,43,13,0,0,0,0,0,0,Easy,
..865...49.2..8.6.3........2......8...4.......7.342....8....2.9523..68........37.,26,49,6,0,0,0,0,0,0,Easy,
......8.5...15.94..47.....2431...5...........82.........291..3.9...8.7...7.5.....,24,53,4,0,0,0,0,0,0,Easy,
9.....57....3....6....681..8.154......389..4.6....3........5.1....18.9.....73....,25,42,14,0,0,0,0,0,0,Easy,
2.4.1.6..81.9.5...7..28.19.4.......5....7.....6....8........7..6...5.41....72..89,27,51,3,0,0,0,0,0,0,Easy,
.......7.9.6..7......583....38..59.6.......82...6..7.38.5..9..4..9....2...2....6.,25,45,11,0,0,0,0,0,0,Easy,
.....4.9......1..6.....6458679.....1.......35....78......6.3..9..184.....68..9...,25,50,6,0,0,0,0,0,0,Easy,
...6...42..1.8..5.9...4..6.8..4.1.........7..5.....4..4.75...9.....28....897..6..,25,44,12,0,0,0,0,0,0,Easy,
.18354....4...89............7.........45......3.17......6..14....3.6.78.4..8.9.3.,25,49,7,0,0,0,0,0,0,Easy,
..8.3..69..3.61.75...85.4...........1.678....794.......3.6......65..3...9.....1..,26,53,2,0,0,0,0,0,0,Easy,
..68.........1.9...524..1......4..2...325.4......8.63....3....9.98.2.........925.,25,50,6,0,0,0,0,0,0,Easy,
51.......8.........2.1.9.....34..8..24...8.19.5..734.24..8...5.9...31....3.5.....,27,51,3,0,0,0,0,0,0,Easy,
.75....6...8.1..............8.....533.1.4..82....2..1.5..........25.6.3...4...7..,22,46,13,0,0,0,0,0,0,Easy,
...7...8...4.6.1..56..........2.....857...6.....178....3....8.1...81..432....475.,26,38,17,0,0,0,0,0,0,Easy,
..1..3.....6.9..2.5.....497.69..42....217.....3.5...7..1.....6.......754......9..,25,48,8,0,0,0,0,0,0,Easy,
.........5.6....4......9.2.4.....2.83.74..6.......8.5.6.3....7...82.7..52....68.9,25,49,7,0,0,0,0,0,0,Easy,
241.....3.9..........321.....5...46..1.4......2...6....59.4...88...9.3..6...8..2.,25,42,14,0,0,0,0,0,0,Easy,
.........83..547..6...9.4.575..4....46.3...5119......4...5..8......7....5..63...9,27,38,16,0,0,0,0,0,0,Easy,
65....27.49.6.....................6...2....4.7..4....53...496.2..51....31..2.6.57,26,41,14,0,0,0,0,0,0,Easy,
...5..3.4...2.........4.6....7..45.8..672.....3..157......7..8..5.3.641.1....8...,26,52,3,0,0,0,0,0,0,Easy,
9.86......7..4.5...6.78.4..6..97..3.8.......5..3.....1....6.......351......8.43..,25,53,3,0,0,0,0,0,0,Easy,
4...1..8...95.......1697...........3.5.8..9...6....875.......31.34...5......58...,24,30,27,0,0,0,0,0,0,Easy,
9....1.....7.941.26..8.....564.......7.....8.1..4..9...........291.68..4..6915...,27,37,17,0,0,0,0,0,0,Easy,
.5.8.......2...5.89..5....43...4.8...6..9......43.29...9.6.8.......3....2.841...3,26,49,6,0,0,0,0,0,0,Easy,
....7.5.....9.3...8....56.3..6.32......6.......178........1..5..13..7..26.....9.8,24,46,11,0,0,0,0,0,0,Easy,
